DATE,UNRATE,CPIAUCSL_PC1
2020-06-01,11.0,0.70177
2020-07-01,10.2,1.01876
2020-08-01,8.4,1.30060
2020-09-01,7.8,1.37308
2020-10-01,6.8,1.20317
2020-11-01,6.7,1.16954
2020-12-01,6.7,1.30495
2021-01-01,6.4,1.39510
2021-02-01,6.2,1.67293
2021-03-01,6.1,2.61863
2021-04-01,6.1,4.14874
2021-05-01,5.8,4.92636
2021-06-01,5.9,5.31509
2021-07-01,5.4,5.25758
2021-08-01,5.1,5.17531
2021-09-01,4.7,5.36101
2021-10-01,4.5,6.21904
2021-11-01,4.1,6.86253
2021-12-01,3.9,7.17658
2022-01-01,4.0,7.56977
2022-02-01,3.8,7.94892
2022-03-01,3.6,8.54743
2022-04-01,3.7,8.25186
2022-05-01,3.6,8.53300
2022-06-01,3.6,8.98974
2022-07-01,3.5,8.44982
2022-08-01,3.6,8.21881
2022-09-01,3.5,8.19827
2022-10-01,3.6,7.75194
2022-11-01,3.6,7.11947
2022-12-01,3.5,6.41150
2023-01-01,3.4,6.36212
2023-02-01,3.6,5.96552
2023-03-01,3.5,4.93509
2023-04-01,3.4,4.94106
2023-05-01,3.7,4.12069
2023-06-01,3.6,3.05326
2023-07-01,3.5,3.27178
2023-08-01,3.8,3.71872
2023-09-01,3.8,3.69406
2023-10-01,3.8,3.24579
2023-11-01,3.7,3.13948
2023-12-01,3.7,3.32316
2024-01-01,3.7,3.10598
2024-02-01,3.9,3.16574
2024-03-01,3.8,3.47513
